vl_total_vendas;qtd_unidades_antigas;qtd_unidades_vendidas;vl_total_custo;qtd_clientes;sk_loja;sk_produto;sk_calendario;sk_divulgacao
2.42;1;1;2.01;1;4;1;30;1
100.0;59;59;86.53;48;14;1;30;1
301.45;79;79;243.56;70;17;1;30;1
13.22;27;27;11.35;23;1;2;30;1
11.68;16;16;9.91;9;7;2;30;1
107.03;97;97;93.19;50;14;2;30;1
102.62;93;93;90.45;81;1;3;30;1
4.63;6;6;4.07;4;8;3;30;1
37.71;77;77;31.86;44;12;3;30;1
65.7;42;42;58.67;35;9;4;30;1
4.35;6;6;3.66;4;16;4;30;1
87.17;84;84;71.98;77;18;4;30;1
274.01;91;91;239.05;69;7;5;30;1
241.28;95;95;216.37;90;19;5;30;1
70.04;95;95;56.33;74;2;10;30;1
86.94;79;79;73.15;49;15;10;30;1
1.41;3;3;1.22;3;18;10;30;1
69.51;45;45;59.83;26;3;11;30;1
93.97;91;91;79.77;86;15;11;30;1
62.68;91;91;53.92;66;19;11;30;1
60.4;46;46;52.6;39;7;12;30;1
50.67;86;86;44.23;57;9;12;30;1
43.13;49;49;37.56;43;18;12;30;1
1.07;2;2;0.9;1;3;13;30;1
71.24;80;80;63.39;55;14;13;30;1
108.36;82;82;94.96;62;17;13;30;1
42.67;11;11;35.72;7;8;14;30;1
6.2;4;4;5.05;3;12;14;30;1
71.07;28;28;57.7;27;17;14;30;1
357.86;94;94;294.1;66;1;15;30;1
25.35;15;15;22.06;14;2;15;30;1
206.73;82;82;182.49;64;5;15;30;1
79.77;60;6;68.15;42;4;16;30;1
28.11;32;6;23.9;29;5;16;30;1
30.27;51;9;24.91;42;11;16;30;1
21.22;31;31;18.91;25;4;17;30;1
84.26;54;54;75.15;49;13;17;30;1
12.79;12;12;10.52;7;15;17;30;1
36.36;53;53;29.5;51;11;18;30;1
40.61;26;26;34.06;25;14;18;30;1
94.7;91;91;83.8;83;16;18;30;1
236.99;93;93;193.82;80;1;19;30;1
18.53;5;5;15.09;3;8;19;30;1
90.5;54;54;73.03;34;10;19;30;1
76.73;107;107;65.0;84;4;20;30;1
127.84;96;96;108.88;54;10;20;30;1
121.94;72;72;103.71;71;4;1;118;1
253.32;67;67;214.18;43;6;1;118;1
193.76;76;76;171.07;56;13;1;118;1
58.08;79;79;48.59;72;8;2;118;1
20.92;43;43;18.56;25;13;2;118;1
37.9;34;34;32.0;32;16;2;118;1
25.72;52;52;22.52;29;5;3;118;1
4.33;6;6;3.65;6;10;3;118;1
80.48;73;73;72.24;44;17;3;118;1
71.49;69;69;60.06;50;10;4;118;1
57.26;37;37;50.37;20;11;4;118;1
6.26;9;9;5.28;9;18;4;118;1
93.9;37;37;80.84;35;3;5;118;1
121.25;32;32;105.2;20;8;5;118;1
132.01;78;78;108.84;64;11;5;118;1
78.69;71;71;64.63;44;2;10;118;1
40.9;83;83;33.64;61;15;10;118;1
61.94;84;84;54.83;55;17;10;118;1
53.88;78;78;44.2;64;7;11;118;1
21.52;21;21;18.36;16;11;11;118;1
96.15;62;62;85.37;34;18;11;118;1
9.36;11;11;8.32;9;8;12;118;1
2.81;2;2;2.45;2;14;12;118;1
25.66;43;43;20.87;41;20;12;118;1
39.39;67;67;33.75;51;7;13;118;1
54.72;41;41;45.73;35;19;13;118;1
27.74;31;31;24.17;24;20;13;118;1
159.37;94;94;133.59;64;5;14;118;1
100.36;40;40;85.46;22;12;14;118;1
359.49;95;95;311.34;78;14;14;118;1
55.73;33;33;45.11;26;2;15;118;1
218.9;58;58;180.21;50;4;15;118;1
49.23;19;19;39.44;16;5;15;118;1
83.73;95;6;74.78;81;4;16;118;1
51.07;38;38;45.15;33;17;16;118;1
43.29;73;2;38.9;64;20;16;118;1
64.36;93;93;52.76;90;10;17;118;1
87.41;84;84;74.72;76;12;17;118;1
12.24;8;8;10.06;5;14;17;118;1
32.05;21;21;27.95;18;7;18;118;1
31.7;31;31;25.55;25;13;18;118;1
58.42;85;85;49.76;54;20;18;118;1
154.72;41;41;126.51;26;7;19;118;1
49.21;19;19;41.7;17;10;19;118;1
147.93;88;88;127.06;75;15;19;118;1
32.76;25;25;28.29;18;1;20;118;1
20.39;35;35;16.54;28;12;20;118;1
81.1;92;92;68.84;86;19;20;118;1
52.3;31;31;46.44;22;4;1;125;1
223.09;88;88;199.81;73;6;1;125;1
13.67;4;4;11.49;3;17;1;125;1
26.67;17;17;21.51;11;2;4;125;1
100.12;97;97;83.37;68;15;4;125;1
4.82;7;7;3.91;4;20;4;125;1
74.92;30;30;62.36;16;11;5;125;1
347.11;91;91;302.76;78;15;5;125;1
143.9;85;85;129.08;70;19;5;125;1
154.27;99;99;136.23;66;13;11;125;1
6.41;9;9;5.25;8;17;11;125;1
59.44;57;57;50.1;54;18;11;125;1
90.45;36;36;79.66;18;13;14;125;1
303.7;80;80;269.0;64;17;14;125;1
63.57;38;38;53.31;23;20;14;125;1
78.97;21;21;64.29;13;3;15;125;1
98.2;39;39;81.7;21;7;15;125;1
20.2;12;12;16.4;7;19;15;125;1
55.05;35;35;46.68;34;4;17;125;1
91.82;89;89;74.64;89;9;17;125;1
67.78;98;98;56.96;58;16;17;125;1
19.21;28;28;17.16;17;5;18;125;1
106.45;69;69;89.15;50;6;18;125;1
33.39;32;32;28.61;28;13;18;125;1
20.68;8;8;17.65;6;13;19;125;1
89.92;24;24;74.3;15;14;19;125;1
91.46;54;54;75.7;43;16;19;125;1
91.36;24;24;75.31;15;4;1;184;1
79.74;47;47;70.03;37;6;1;184;1
152.21;60;60;122.55;35;7;1;184;1
6.76;9;9;5.74;6;9;2;184;1
1.53;1;1;1.25;1;17;2;184;1
10.98;22;22;8.86;20;18;2;184;1
63.55;58;58;54.49;54;9;3;184;1
28.27;54;54;25.12;33;20;3;184;1
87.77;85;85;78.3;62;10;4;184;1
126.09;81;81;112.82;49;16;4;184;1
48.54;70;70;41.08;62;19;4;184;1
6.66;2;2;5.72;2;14;5;184;1
117.22;69;69;101.15;39;15;5;184;1
165.71;65;65;137.31;38;19;5;184;1
53.9;91;91;44.27;49;7;6;184;1
109.37;82;82;92.77;70;11;6;184;1
69.52;79;79;61.27;54;16;6;184;1
35.9;49;49;29.4;35;9;10;184;1
11.24;10;10;9.92;9;18;10;184;1
27.44;56;56;24.01;50;19;10;184;1
122.29;79;79;103.43;68;7;11;184;1
31.52;30;30;27.63;17;9;11;184;1
10.55;15;15;9.17;9;19;11;184;1
7.85;9;9;6.8;6;7;12;184;1
43.07;73;73;34.57;40;8;12;184;1
25.47;19;19;21.49;18;13;12;184;1
47.03;35;35;37.96;27;6;13;184;1
45.41;51;51;38.86;38;10;13;184;1
52.44;89;89;44.82;77;18;13;184;1
79.2;31;31;67.16;17;2;14;184;1
27.49;7;7;24.47;4;9;14;184;1
96.47;57;57;78.34;36;19;14;184;1
237.34;94;94;209.15;56;3;15;184;1
180.07999999999998;81;81;150.82999999999998;61;16;15;184;1
23.18;17;17;20.16;12;2;16;184;1
51.76;58;58;42.79;52;12;16;184;1
19.75;33;33;16.97;33;19;16;184;1
128.54;83;83;114.22;51;5;17;184;1
43.95;64;64;37.46;50;9;17;184;1
101.92;98;98;84.78;98;19;17;184;1
181.37;128;128;159.45;110;7;18;184;1
55.72;81;81;48.97;41;13;18;184;1
367.5;97;97;304.04;96;16;19;184;1
251.9;99;99;221.06;85;18;19;184;1
1.69;1;1;1.49;1;19;19;184;1
22.14;17;17;18.05;9;2;20;184;1
17.62;30;30;15.19;21;9;20;184;1
26.31;30;30;21.99;19;20;20;184;1
225.34;59;59;201.85;44;4;1;59;1
250.45;99;99;221.0;85;10;1;59;1
159.39;94;94;133.96;84;13;1;59;1
11.32;23;23;10.11;20;5;2;59;1
32.85;30;30;29.52;21;8;2;59;1
16.13;22;22;14.35;20;16;2;59;1
70.6;64;64;59.63;40;1;3;59;1
34.29;47;47;29.64;28;9;3;59;1
19.65;40;40;15.82;35;17;3;59;1
16.26;24;24;14.16;14;4;4;59;1
5.29;3;3;4.4;2;6;4;59;1
21.78;21;21;17.81;14;11;4;59;1
14.93;4;4;12.68;2;9;5;59;1
135.28;53;53;117.97;48;15;5;59;1
134.74;80;80;114.14;72;16;5;59;1
17.36;20;20;14.57;11;2;6;59;1
48.87;83;83;39.88;43;11;6;59;1
95.04;72;72;83.57;71;20;6;59;1
32.82;67;67;29.37;50;4;10;59;1
31.3;28;28;25.37;19;7;10;59;1
47.9;65;65;40.91;41;11;10;59;1
104.83;68;68;84.97;61;7;11;59;1
34.9;51;51;28.1;32;8;11;59;1
23.76;23;23;20.86;13;14;11;59;1
28.84;49;49;25.23;46;7;12;59;1
45.68;52;52;39.73;35;18;12;59;1
117.75;89;89;102.41;65;20;12;59;1
8.58;15;15;7.19;12;6;13;59;1
38.34;43;43;33.89;42;8;13;59;1
120.39;91;91;98.14;79;9;13;59;1
39.61;10;10;33.1;9;1;14;59;1
78.65;47;47;67.37;29;10;14;59;1
68.93;27;27;56.63;16;13;14;59;1
335.24;88;88;289.72;70;4;15;59;1
157.43;93;93;134.09;62;10;15;59;1
190.38;75;75;171.16;75;11;15;59;1
67.49;51;51;57.88;41;4;16;59;1
10.25;17;17;9.17;11;11;16;59;1
16.26;18;18;13.38;12;12;16;59;1
87.67;99;99;75.86;59;3;17;59;1
38.5;37;37;30.94;26;11;17;59;1
9.77;9;9;8.13;5;2;18;59;1
49.6;72;72;41.53;53;8;18;59;1
155.01;100;100;127.91;53;17;18;59;1
158.77;42;42;127.34;29;6;19;59;1
80.78;32;32;67.93;31;7;19;59;1
56.36;33;33;45.16;29;14;19;59;1
130.37;98;98;116.56;59;2;20;59;1
58.86;67;67;49.09;66;12;20;59;1
18.27;31;31;15.84;30;20;20;59;1
2.39;1;1;1.94;1;4;1;126;1
267.85;70;70;224.96;69;14;1;126;1
193.9;76;76;157.63;39;18;1;126;1
9.15;12;12;7.99;11;2;2;126;1
14.83;30;30;12.35;29;12;2;126;1
98.18;89;89;78.93;61;16;2;126;1
17.07;23;23;14.77;21;7;3;126;1
44.29;90;90;38.4;50;12;3;126;1
16.83;15;15;14.79;13;14;3;126;1
33.39;48;48;27.56;44;3;4;126;1
29.84;29;29;26.69;17;8;4;126;1
136.61;88;88;113.59;61;12;4;126;1
160.35;95;95;128.87;56;2;5;126;1
146.14;58;58;119.54;52;8;5;126;1
304.85;80;80;272.01;55;14;5;126;1
2.26;2;2;1.9;1;15;6;126;1
58.49;99;99;48.15;62;17;6;126;1
70.09;79;79;61.26;52;18;6;126;1
81.76;74;74;72.41;49;8;10;126;1
38.03;78;78;33.37;66;15;10;126;1
7.8;11;11;6.3;9;20;10;126;1
43.44;63;63;38.22;41;5;11;126;1
118.65;76;76;104.78;48;6;11;126;1
20.74;20;20;17.97;17;11;11;126;1
13.78;16;16;11.23;8;12;12;126;1
55.98;95;95;45.1;71;16;12;126;1
26.75;20;20;23.89;19;17;12;126;1
58.75;44;44;48.21;38;6;13;126;1
32.33;37;37;26.03;35;9;13;126;1
49.85;84;84;40.53;81;20;13;126;1
45.34;27;27;40.41;14;12;14;126;1
219.51;58;58;186.01;55;14;14;126;1
98.44;39;39;84.3;23;15;14;126;1
142.11;84;84;117.65;72;1;15;126;1
68.64;18;18;58.55;11;8;15;126;1
2.75;1;1;2.41;1;11;15;126;1
47.3;80;80;41.36;63;14;16;126;1
76.27;57;57;62.86;47;18;16;126;1
12.38;14;14;10.44;11;20;16;126;1
52.56;76;76;43.69;67;5;17;126;1
35.47;34;34;28.96;34;9;17;126;1
116.43;75;75;101.27;52;20;17;126;1
6.97;10;10;5.7;7;2;18;126;1
32.04;21;21;26.83;16;8;18;126;1
61.86;60;60;55.48;56;14;18;126;1
91.06;54;54;79.06;54;4;19;126;1
333.74;88;88;289.36;86;7;19;126;1
203.04;80;80;170.84;48;11;19;126;1
35.61;40;40;31.13;31;2;20;126;1
13.61;10;10;11.9;7;5;20;126;1
56.96;97;97;45.75;72;18;20;126;1
105.78;63;63;87.27;59;4;1;87;1
160.6;42;42;130.04;24;6;1;87;1
40.17;16;16;33.6;10;14;1;87;1
10.81;22;22;9.66;12;9;2;87;1
4.67;6;6;4.13;6;14;2;87;1
58.87;53;53;48.37;39;17;2;87;1
21.04;29;29;18.53;20;2;3;87;1
39.46;81;81;32.23;58;18;3;87;1
76.76;70;70;65.64;50;20;3;87;1
49.79;72;72;40.65;69;5;4;87;1
39.6;31;31;34.1;21;7;4;87;1
124.79;74;74;100.69;58;1;5;87;1
19.58;8;8;15.76;5;15;5;87;1
308.77;81;81;265.86;45;16;5;87;1
15.62;12;12;13.05;8;2;6;87;1
55.790000000000006;83;83;46.97;79;18;6;87;1
38.18;78;78;31.2;54;4;10;87;1
18.94;26;26;15.71;18;8;10;87;1
21.92;20;20;18.77;19;14;10;87;1
31.52;46;46;27.49;40;7;11;87;1
62.12;60;60;50.64;49;9;11;87;1
26.73;17;17;22.18;15;18;11;87;1
75.02;85;85;60.65;55;3;12;87;1
56.6;96;96;47.06;71;10;12;87;1
59.05;44;44;47.82;24;20;12;87;1
25.59;43;43;21.39;32;4;13;87;1
64.86;73;73;55.8;70;9;13;87;1
126.16;95;95;106.22;74;17;13;87;1
147.11;87;87;128.48;61;6;14;87;1
43.05;11;11;36.23;6;12;14;87;1
150.54;59;59;122.01;38;18;14;87;1
145.37;86;86;117.38;62;4;15;87;1
13.5;4;4;11.95;2;6;15;87;1
91.36;36;36;73.38;28;15;15;87;1
2.63;4;4;2.19;3;5;16;87;1
53.53;48;48;47.08;35;14;16;87;1
14.09;20;20;11.58;18;3;17;87;1
114.44;74;74;98.47;46;12;17;87;1
89.54;87;87;76.3;58;20;17;87;1
44.9;65;65;38.66;65;4;18;87;1
84.7;55;55;69.74;29;13;18;87;1
54.75;53;53;48.66;31;14;18;87;1
16.58;4;4;14.7;4;11;19;87;1
13.32;5;5;10.72;3;15;19;87;1
83.7;50;50;75.23;31;20;19;87;1
23.63;40;40;18.99;30;9;20;87;1
7.27;8;8;6.35;6;16;20;87;1
132.57;100;100;107.61;66;18;20;87;1
35.12;14;14;29.83;13;4;1;89;1
209.86;55;55;179.03;44;13;1;89;1
134.47;80;80;115.46;63;18;1;89;1
70.53;64;64;60.25;58;3;2;89;1
39.72;81;81;32.32;76;7;2;89;1
41.44;56;56;36.4;56;11;2;89;1
15.34;31;31;13.65;27;5;3;89;1
19.14;26;26;16.37;13;12;3;89;1
67.84;62;62;55.75;43;13;3;89;1
9.64;14;14;8.01;11;2;4;89;1
107.25;69;69;91.05;68;11;4;89;1
83.39;81;81;74.43;41;13;4;89;1
205.67;54;54;165.12;35;1;5;89;1
101.06;60;60;88.68;38;2;5;89;1
123.8;49;49;104.36;37;3;5;89;1
18.07;14;14;15.84;7;4;6;89;1
56.2;95;95;48.58;75;9;6;89;1
87.13;98;98;73.31;85;19;6;89;1
42.16;57;57;37.3;42;12;10;89;1
4.89;10;10;3.94;7;15;10;89;1
76.89;70;70;69.16;61;17;10;89;1
34.2;50;50;29.25;46;7;11;89;1
101.75;98;98;82.98;79;8;11;89;1
83.05;53;53;72.56;29;11;11;89;1
16.59;28;28;14.71;21;12;12;89;1
93.18;70;70;78.52;37;16;12;89;1
30.15;34;34;24.78;23;18;12;89;1
55.1;93;93;47.65;68;11;13;89;1
3.35;3;3;2.97;2;13;13;89;1
86.89;98;98;73.74;80;15;13;89;1
58.82;23;23;51.61;21;1;14;89;1
201.37;53;53;173.18;40;9;14;89;1
131.47;78;78;110.21;62;18;14;89;1
54.43;21;21;48.15;13;6;15;89;1
83.15;49;49;72.92;45;9;15;89;1
246.35;65;65;210.58;51;20;15;89;1
66.71;75;75;55.73;56;1;16;89;1
37.91;29;29;31.33;20;3;16;89;1
41.03;70;70;35.05;49;11;16;89;1
74.21;48;48;64.36;34;11;17;89;1
24.5;24;24;19.91;18;14;17;89;1
14.36;21;21;12.23;13;19;17;89;1
44.77;29;29;38.96;26;1;18;89;1
36.25;53;53;31.2;37;8;18;89;1
62.63;61;61;50.39;52;18;18;89;1
24.19;6;6;21.7;4;2;19;89;1
39.64;16;16;31.84;12;3;19;89;1
89.29;53;53;78.78;31;4;19;89;1
65.46;74;74;55.42;50;1;20;89;1
22.22;38;38;18.26;36;11;20;89;1
57.79;44;44;47.93;34;13;20;89;1
151.85;60;60;126.23;46;4;1;165;1
167.51;99;99;145.35;97;7;1;165;1
269.35;71;71;224.82;70;19;1;165;1
56.0;76;76;48.69;54;3;2;165;1
98.78;145;145;83.00999999999999;123;11;2;165;1
16.72;23;23;14.2;12;8;3;165;1
24.18;49;49;20.38;41;12;3;165;1
108.78;99;99;88.65;60;20;3;165;1
46.28;30;30;38.07;19;5;4;165;1
11.75;17;17;9.7;12;6;4;165;1
43.54;42;42;38.28;35;16;4;165;1
22.77;13;13;20.28;9;2;5;165;1
22.97;9;9;18.75;7;14;5;165;1
363.87;96;96;326.1;81;18;5;165;1
60.49;68;68;51.33;49;4;6;165;1
16.64;13;13;13.99;7;5;6;165;1
57.61;98;98;48.49;77;13;6;165;1
50.79;69;69;45.34;57;6;10;165;1
15.83;14;14;12.74;8;11;10;165;1
22.49;46;46;18.98;38;12;10;165;1
122.18;79;79;102.97;56;3;11;165;1
20.66;30;30;17.2;26;8;11;165;1
95.77;93;93;84.74;79;10;11;165;1
12.66;10;10;11.04;5;2;12;165;1
44.43;75;75;39.0;59;5;12;165;1
51.66;58;58;41.6;44;16;12;165;1
70.7;80;80;62.88;41;8;13;165;1
33.31;56;56;29.52;39;11;13;165;1
111.09;84;84;96.72;78;19;13;165;1
9.15;4;4;7.35;3;3;14;165;1
35.16;9;9;29.62;6;11;14;165;1
54.77;32;32;44.19;21;15;14;165;1
43.68;26;26;35.7;22;9;15;165;1
18.01;7;7;15.63;5;12;15;165;1
258.88;68;68;232.37;50;19;15;165;1
33.6;57;57;29.27;37;1;16;165;1
127.05;96;96;109.2;84;7;16;165;1
45.38;51;51;37.38;28;10;16;165;1
140.61;91;91;116.52;74;7;17;165;1
63.3;80;80;54.15;58;8;17;165;1
60.08;87;87;50.39;64;15;18;165;1
98.97;64;64;79.94;38;16;18;165;1
87.37;84;84;71.28;77;18;18;165;1
70.3;28;28;62.65;21;6;19;165;1
14.76;4;4;13.23;3;9;19;165;1
3.28;2;2;2.75;1;18;19;165;1
40.79;46;46;34.51;30;9;20;165;1
125.26;94;94;100.23;71;13;20;165;1
1.77;3;3;1.47;2;19;20;165;1
176.09;46;46;156.09;35;4;1;106;1
53.56;32;32;44.23;31;17;1;106;1
50.41;20;20;42.76;11;19;1;106;1
7.58;10;10;6.48;9;9;2;106;1
70.21;85;85;61.29;56;19;2;106;1
14.14;19;19;11.36;10;11;3;106;1
21.87;45;45;19.23;30;13;3;106;1
49.49;45;45;42.69;31;16;3;106;1
186.09;136;136;152.89;118;18;4;106;1
49.8;72;72;43.75;67;20;4;106;1
153.07;60;60;132.19;55;8;5;106;1
189.2;50;50;154.62;37;13;5;106;1
150.03;89;89;123.74;68;15;5;106;1
172.3;172;172;140.3;113;1;6;106;1
66.68;75;75;57.53;43;20;6;106;1
43.46;89;89;35.25;54;7;10;106;1
68.72;62;62;61.66;47;16;10;106;1
4.1;6;6;3.47;4;18;10;106;1
29.05;42;42;23.99;37;4;11;106;1
10.0;10;10;8.22;8;6;11;106;1
154.86;100;100;129.32;96;19;11;106;1
57.01;97;97;49.22;82;4;12;106;1
87.25;66;66;71.27;44;8;12;106;1
80.8;91;91;66.92;50;17;12;106;1
60.77;46;46;52.93;44;4;13;106;1
15.71;27;27;13.67;23;12;13;106;1
18.69;21;21;15.61;16;14;13;106;1
189.17;75;75;160.94;70;1;14;106;1
148.42;88;88;121.15;63;5;14;106;1
197.29;52;52;174.08;44;7;14;106;1
117.04;69;69;94.92;38;1;15;106;1
243.43;64;64;205.51;47;12;15;106;1
83.81;33;33;75.02;25;15;15;106;1
26.9;46;46;23.92;38;6;16;106;1
57.66;65;65;50.58;43;10;16;106;1
113.15;85;85;96.2;72;16;16;106;1
29.89;43;43;24.15;23;3;17;106;1
31.13;30;30;26.79;19;4;17;106;1
31.67;20;20;27.26;12;12;17;106;1
22.76;15;15;19.9;9;1;18;106;1
1.66;2;2;1.48;2;8;18;106;1
93.75;91;91;75.77;64;19;18;106;1
177.29;70;70;146.17;67;1;19;106;1
60.59;36;36;52.4;22;14;19;106;1
4.52;1;1;3.74;1;20;19;106;1
78.02;88;88;66.16;80;3;20;106;1
77.98;59;59;67.1;38;11;20;106;1
16.67;28;28;13.42;20;20;20;106;1
108.67;64;64;88.01;54;4;1;174;1
6.67;3;3;5.38;2;11;1;174;1
197.17;52;52;176.22;33;19;1;174;1
44.37;60;60;37.73;34;18;2;174;1
33.17;68;68;27.92;42;19;2;174;1
41.67;38;38;35.08;34;20;2;174;1
12.39;17;17;10.46;9;14;3;174;1
37.86;77;77;30.4;65;17;3;174;1
89.03;81;81;79.26;79;19;3;174;1
34.86;51;51;29.41;47;3;4;174;1
81.57;79;79;69.95;70;11;4;174;1
44.88;29;29;37.78;19;14;4;174;1
9.8;17;17;8.79;10;3;6;174;1
8.01;6;6;6.67;5;12;6;174;1
87.53;99;99;71.32;66;19;6;174;1
54.65;74;74;47.62;59;6;10;174;1
46.48;95;95;39.05;77;13;10;174;1
68.82;62;62;59.09;39;20;10;174;1
67.66;65;65;56.15;35;7;11;174;1
52.24;76;76;44.76;67;13;11;174;1
54.39;35;35;44.63;32;17;11;174;1
7.36;12;12;6.43;7;3;12;174;1
46.2;35;35;40.48;30;7;12;174;1
32.69;37;37;27.65;21;9;12;174;1
85.41;64;64;69.82;45;13;13;174;1
22.01;25;25;18.73;17;19;13;174;1
25.79;44;44;21.22;43;20;13;174;1
48.53;82;82;38.97;51;2;16;174;1
87.85;99;99;73.46;82;5;16;174;1
2.03;2;2;1.68;1;14;16;174;1
10.04;15;15;8.15;13;3;17;174;1
59.5;57;57;50.54;54;10;17;174;1
91.04;59;59;81.11;41;15;17;174;1
63.61;68;68;52.620000000000005;59;2;18;174;1
122.57;79;79;108.68;67;19;18;174;1
0.8;1;1;0.69;1;9;20;174;1
31.15;53;53;26.63;37;16;20;174;1
124.15;94;94;107.38;62;17;20;174;1
158.85;63;63;133.6;48;4;1;133;1
63.0;17;17;53.69;12;8;1;133;1
135.58;80;80;110.78;40;15;1;133;1
27.48;56;56;22.81;42;6;2;133;1
47.71;43;43;42.65;36;7;2;133;1
36.05;49;49;30.02;34;18;2;133;1
102.63;93;93;90.42;88;2;3;133;1
16.08;33;33;14.0;18;12;3;133;1
71.88;98;98;57.73;92;19;3;133;1
84.24000000000001;96;96;71.83;76;2;4;133;1
140.55;91;91;118.44;64;20;4;133;1
68.36;51;51;54.69;29;11;6;133;1
50.94;86;86;43.77;72;12;6;133;1
23.51;27;27;20.84;14;19;6;133;1
74.23;67;67;63.02;63;4;10;133;1
48.63;99;99;43.38;80;14;10;133;1
68.29;93;93;55.46;92;19;10;133;1
25.39;37;37;20.85;35;3;11;133;1
49.48;48;48;40.73;37;11;11;133;1
146.31;94;94;126.28;67;16;11;133;1
42.35;32;32;34.53;18;8;12;133;1
28.42;32;32;24.47;21;10;12;133;1
9.46;16;16;7.66;9;20;12;133;1
54.03;41;41;45.22;38;4;13;133;1
20.13;34;34;17.87;24;10;13;133;1
0.53;1;1;0.44;1;19;13;133;1
95.92;72;72;85.9;37;2;16;133;1
37.14;42;42;30.02;42;4;16;133;1
5.24;9;9;4.4;5;13;16;133;1
55.97;81;81;47.08;65;2;17;133;1
79.3;51;51;65.86;42;4;17;133;1
28.29;27;27;22.73;25;14;17;133;1
61.43;59;59;49.29;30;12;18;133;1
137.69;89;89;119.89;57;14;18;133;1
36.59;53;53;32.85;30;16;18;133;1
20.42;35;35;18.04;31;16;20;133;1
12.78;14;14;10.86;11;18;20;133;1
70.28;53;53;58.11;46;20;20;133;1
237.7;94;94;206.98;77;4;1;161;1
64.64;17;17;52.85;15;10;1;161;1
66.76;40;40;57.01;34;15;1;161;1
31.05;45;45;25.76;42;6;4;161;1
24.25;23;23;20.11;14;17;4;161;1
108.6;70;70;97.56;46;18;4;161;1
24.37;28;28;19.73;25;2;6;161;1
97.92;74;74;80.53;72;14;6;161;1
35.57;60;60;31.96;58;15;6;161;1
3.17;3;3;2.69;2;10;11;161;1
61.66;89;89;54.37;81;15;11;161;1
121.19;78;78;102.78;40;17;11;161;1
35.29;27;27;29.81;15;10;12;161;1
18.75;21;21;15.83;17;15;12;161;1
1.72;3;3;1.42;2;19;12;161;1
69.15;78;78;61.69;73;8;13;161;1
55.1;93;93;48.57;80;12;13;161;1
122.55;92;92;99.27;51;17;13;161;1
53.28;40;40;47.48;27;8;16;161;1
79.75;123;123;68.88;72;18;16;161;1
41.33;40;40;36.33;28;14;17;161;1
62.2;40;40;53.78;37;15;17;161;1
38.32;56;56;33.41;37;19;17;161;1
54.17;79;79;43.38;74;1;18;161;1
111.49;72;72;95.87;61;7;18;161;1
23.72;23;23;20.69;16;10;18;161;1
33.81;57;57;29.61;43;3;20;161;1
61.84;70;70;50.49;62;14;20;161;1
104.87;79;79;94.29;52;17;20;161;1
327.12;95;95;282.03;82;4;1;109;1
70.86;42;42;58.76;34;12;1;109;1
87.31;56;56;77.28;50;13;4;109;1
21.76;21;21;19.54;16;15;4;109;1
26.81;39;39;22.45;32;18;4;109;1
94.43;56;56;81.94;43;3;5;109;1
224.69;89;89;190.1;48;18;5;109;1
59.04;16;16;50.47;15;20;5;109;1
14.28;24;24;11.46;17;1;6;109;1
9.83;11;11;7.87;10;6;6;109;1
94.54;71;71;79.35;66;16;6;109;1
52.04;75;75;46.8;62;17;11;109;1
215.85;166;166;188.35;150;20;11;109;1
132.27;100;100;114.32;52;2;12;109;1
19.83;34;34;17.63;33;7;12;109;1
53.56;61;61;47.95;48;9;12;109;1
58.64;99;99;51.69;80;11;13;109;1
4.6;5;5;4.06;3;15;13;109;1
84.02;63;63;69.87;33;17;13;109;1
237.22;94;94;192.37;55;5;14;109;1
147.3;39;39;123.28;26;7;14;109;1
75.78;45;45;65.34;37;9;14;109;1
2.46;1;1;2.13;1;11;15;109;1
63.71;25;25;56.34;21;15;15;109;1
94.66;25;25;84.14;13;17;15;109;1
13.8;18;18;11.38;11;9;16;109;1
29.4;33;33;25.71;24;12;16;109;1
105.03;68;68;87.84;42;1;17;109;1
135.25;152;152;112.34;122;5;17;109;1
20.16;13;13;17.89;11;1;18;109;1
24.7;24;24;21.98;20;6;18;109;1
7.73;11;11;6.33;7;19;18;109;1
66.56;39;39;56.53;38;2;19;109;1
105.08;28;28;84.76;16;5;19;109;1
85.29;34;34;71.42;21;17;19;109;1
49.81;56;56;43.05;36;1;20;109;1
19.43;33;33;17.02;22;8;20;109;1
126.65;95;95;105.85;76;19;20;109;1
120.75;48;48;107.51;31;4;1;159;1
14.08;8;8;12.2;7;8;1;159;1
242.49;64;64;195.85;54;19;1;159;1
33.77;31;31;28.44;21;4;2;159;1
68.97;94;94;57.19;53;5;2;159;1
5.61;11;11;4.66;7;12;2;159;1
112.22;132;132;94.41;96;15;3;159;1
40.06;82;82;33.47;44;19;3;159;1
75.13;73;73;65.98;51;8;4;159;1
163.59;150;150;133.44;91;9;4;159;1
120.87;32;32;106.82;18;11;5;159;1
202.91000000000005;98;98;170.39;62;13;5;159;1
98.01;74;74;86.76;51;3;6;159;1
40.68;69;69;35.45;37;10;6;159;1
9.76;11;11;7.83;9;12;6;159;1
101.74;92;92;84.31;51;16;10;159;1
52.55;71;71;45.05;38;17;10;159;1
37.36;76;76;31.52;56;19;10;159;1
28.66;42;42;23.24;28;2;11;159;1
101.47;98;98;91.24;82;6;11;159;1
120.2;77;77;103.93;42;17;11;159;1
43.51;74;74;36.97;69;5;12;159;1
